,store_id,store_name,score,ward,review_cnt,review
0,00000001,バールデルポポロ 赤坂すずふり本店,3.24,赤坂,34,店内はとてもカジュアルでオシャレ。13時前くらいに訪れると広い店内はほぼ満席。けっこうわいわいしていて、話しやすい雰囲気なので女性が多かったです。■注文商品・ポポロ特製カレー ¥1050円　(ポーク)・ドリンクセット +110円けっこう混んでいましたが、10分位でスープとサラダが到着。イタリアンらしく、サラダにはマカロニと野菜をトマトで煮込んだものもついていました。味はやや薄味でまぁ普通かな〜。スープも野菜が具沢山でしっかりしてます。そこから5分くらいでカレーの到着。大きめなお肉がゴロゴロで、細かく刻まれた野菜が入っていてシンプルです。カレーの味自体は給食でたべたようなよくあるタイプですが、ポークが角煮に使うようなバラ肉なので、脂身が多めでとても柔らかくて美味しかったです。お肉が多いのとポテサラやたまごもついていて、けっこう満足度の高い一杯でした。サラダ、スープ付きでボリュームがあって、味も普通に美味しいので、誰かとゆっくり話したい時にはいいですね。ごちそう様でした〜！
1,00000001,バールデルポポロ 赤坂すずふり本店,3.24,赤坂,34,赤坂で、打ち合わせの後 後輩と イタリアンのお店へ。赤坂サカスの裏にある 【バールデルポポロ赤坂すずふり本店】店内は、テーブル席とソファー席  奧に カウンター席と個室があります。4人掛けのテーブル席に案内してもらいました。まずは、ドリンクを注文。ブラッドオレンジジュースと デュワーズハイボールで乾杯。イタリアンだけど、お酒に合うおつまみが 充実してるのは良いですね。【パルマ産生ハム  小】サイズが、小・大・Bigの3種類。色々 食べたかったので 小サイズにしました。薄くスライスされた 生ハムと プレッツェルのような物が 添えられて来ました。小サイズでも十分楽しめる量でした。【ミックスサラダ】Mサイズで、注文。シェフの気まぐれサラダらしい。Mサイズだけど、意外に量があるじゃない！サラダ好きなので嬉しい。ベビーリーフ・チキン・プチトマト・チーズ・コーンと具だくさん。もりもり食べちゃった。【プロヴォローネチーズ】初体験。食べたかった事無いチーズで、どんなのが来るのかと思ったら 真っ白いチーズが、薄くスライスされて 出てきました。すごく さっぱりとした味わいで 食べやすい！チーズと言っても 色々あるのね。【ジャンボしゅうまい】何とビックリ 千葉の大吉ポークのしゅうまいが！まさか、地元のブランドポークに会うなんて ビックリ。甘みがあって 美味しいしゅうまいです。3個で一皿なんですが、1個から 追加出来ます(追加は、1個200円)。いやいや、ビックリしたわぁ～。ここで、ドリンク追加して アイスコーヒーとジントニックソーダ割を注文。こちらのお店は、ソフトドリンクが充実していて良い。【仔牛ハチノスの辛いトマト煮込み】カワイイ赤い器に入って来ました！仔牛ハチノスと白もつをトマト煮込みにして 辛みをつけてます。良い感じのからさで美味しい。おつまみ充実してるから、少しずつ色々食べられて 話も弾みます。【マルゲリータD.O_C】7インチの小さめサイズで、注文。本当に、小さめだけど パスタも食べたいから ちょうど良い。トマトソース・チェリートマト・バジル・モッツァレラチーズが 乗ったシンプルなピザ。タバスコの代わりに 辛いオイルが 来たので ちょっとかけて頂きました。〆は、パスタにしました。【ポポロ特製ナポリタン】トマトソース系・オイル系・クリーム系とあったんですが、ナポリタンって 普段なかなか食べる事がないから ナポリタンにしました。ソーセージ・玉ねぎ・ピーマンと王道の組合せ。少し辛みが効いていて 美味しかった。色々、お料理の種類があって  楽しめました。
2,00000001,バールデルポポロ 赤坂すずふり本店,3.24,赤坂,34,午前中、赤坂で用事があったので、たまには赤坂でランチでもということで友達と2人で前から気になっていたこちらのお店に行きました。念のため、事前に開店時間の11時30分に2人で予約を入れての訪問です。赤坂の駅から一ツ木通りを真っ直ぐ歩きドコモショップのところで左に曲がり、ずーーーっと歩くと左手にあるお店です。駅から歩いて5分くらいですかね。隠れ家てき趣のある佇まいをしているお店です。お店に入り、予約してあることを告げるとすぐに席へ案内していただきました。店内は、8人くらい座れそうなソファ席に、テーブル席、カウンター席があります。席につくとお店の方がすぐにお冷とメニューを持ってきてくれました。メニューはランチメニューです。ランチメニューは、ピザやカレーやカツレツ、ローストビーフなどあり、なんと全て1000円！しかも税込でです！そして、セットドリンクは100円！この安さに驚きました。あれもこれも食べたいねと話しながらどれを注文するか決めていたのですが、なかなか決まらない。。。それならと、友達と2人でシェアして食べる事に。そして、お値段も安いし、一番人気と書いてある生ハムは食べてみたいしって事で2人ですが3品注文しました(笑)全品サラダとスープ付きです。ランチドリンクのセットにしました。私はグラスビールで、友達はブラットオレンジジュース。スープ味がしっかりしたコンソメ和風のようなスープです。しいたけの香りがよく、玉ねぎなどの具が多すぎず少なすぎず、ランチ時のスープにちょうど良い感じです。サラダグリーンサラダにポテトサラダとハムが盛り付けてありました。フレンチ系のサッパリしたドレッシングは野菜のシャキシャキ感と良い組み合わせ。ポテトサラダとハムも美味しく、ハムは大きかったでのサラダを巻いて食べたりしました！セットのサラダですがボリュームがあって美味しい。本日のパスタツナとケッパー、十勝マッシュルームのトマトソースパスタの大盛り、パンは無料サービスとなっていましたが、それらは頼みませんでした。平べったいパスタはモチモチ。マッシュルームは生の状態でサクサクとした感じの歯ごたえでちょうど良いアクセントになります。そして、酸味控えめのトマトソースとツナの塩気が美味しい。このソースにモチモチのこのパスタがよく合う！ピザサーモンとトマト・バジルピザは薄いタイプではないピザ生地です。モチっと感はありませんが、食べごたえのある生地。ゴロゴロっとのっている大きなサーモンはしっとり柔らかく、生臭さなんてありません。トマトの甘さとバジルの香りに包まれ、そしてチーズの塩気で食欲をかきたてられるピザです。この具材の組み合わせ、いいかも～♪ピアットパルマ産生ハム人気NO.1と書いてあり、パンが付きます。パンはバケットがパラタパンを選べるので初めて知ったパラタパンを選びました。薄切りの生ハムは、しっとりしていて塩気が強めながら、ハムの甘さを引き立てていて美味しい！これは確かに人気NO.1だ！私は生ハムの中でもプロシュートが一番好きなのでこれはまさに私が大好きな生ハムです。そのままでも充分美味しくバクバク食べれてしまうのですが量がたくさんあったので、付け合せのサラダとパラタパンに挟んで食べたりしました。これ美味しい！パイのような層があり、甘めのパラタパンは、そのままで食べるよりも、何かを挟んで食べた方がその食感と味を楽しめると思います。どれも美味しく、ビールが進んでしまい、通常料金（330円）になってしまいますが、ビールのお代わりを3回してしまいました(笑)お店の方の対応は悪くなく、そしてお店はアジアンテイストで静かにお食事を楽しめる雰囲気です。サラリーマンの方も多くいらっしゃってたのでカレーやカツレツなどのお米のメニューは違うかもしれませんが、メイン料理のボリュームは女性が嬉しいサイズかと思います。それなので、男性ならパスタは大盛りにした方がいいかも。でも、生ハムは1000円なのにこんなにいいのって思いましが(笑)とてもコスパが良い美味しいランチをいただき大満足でした。また訪問したいと思います。
3,00000001,バールデルポポロ 赤坂すずふり本店,3.24,赤坂,34,赤坂サカス近くの静かな通り沿いにあるBAR DEL POPOLO。最寄りは赤坂駅ですが、赤坂見附駅からも歩けます。壁にはサインがびっしり。近くにテレビ局があるから芸能人はじめ関係者が来るのかな？テレビでは洋楽PVが流れ、観葉植物が所狭しと置かれている店内はレトロな喫茶店のような雰囲気もあり、初めて来たのに懐かしい感じがしてくつろげます。・Scarbolo Pinot Grigioフリウリのピノグリージョをボトルで。ワインは2800～3800円のものを中心にリーズナブルな品揃え。カクテルやビールなどメニューも豊富です。お料理の種類も豊富で、決めるのに時間がかかってしまいました。・オリーブ盛り合わせお料理が出てくるまでワインを飲みながらつまむのにぴったり。特に大きなグリーンオリーブがみずみずしくて美味しかった。・パルマ産生ハム（大）BIG、大、小と3サイズあり、大にしたら量が多くてびっくり。オーダーを受けてからスライスしてくれる生ハムはなめらかな舌触りで塩加減もちょうどよく美味。最初見た時は多すぎる？と思ったけど、美味しいからどんどん進んじゃって小では足りなかったと思うので大にして正解。生ハムと一緒に勧められたのがパラタパン。周りがサクッとして中はもっちり。層になっているのが特徴。これだけでも美味しくて好み。ほんのり甘くて塩気のある生ハムと合います！・インカの目覚めフリット生のじゃがいもを揚げているから熱々ほくほく。全然脂っぽくなくて揚げ方もうまい。・タコのトマト煮　いいだこと普通のタコのぶつ切りの両方が入っていてピリ辛の味付けとトマトなどの野菜の甘味のバランスがよく、とても美味しかった。・チョリソースパイシーなのでワインが進んじゃいます。・ミラノ風ポークカツレツ大きな大きなカツレツは周りの衣がさくっと軽く、中のお肉はしっとり。想像していたよりもボリュームたっぷりで、この後パスタを食べようかなと思っていたけど到達できず残念。デザートに生口島・瀬戸田のドルチェ本店のジェラートを発見！しまなみ海道に旅行するたびに必ず寄る大好きなドルチェのジェラートがここで食べられるなんて感激。3月の旅行の際にも行ってきたばかり。「何味があるんですか？」と聞くと「種類が多いので見て選んでください」というのでショーケースに行ってみると、本店並みの種類が♪尾道の桃と伯方の塩をダブルで。伯方の塩は毎回必ず食べる大好きな味。カップもドルチェで使っているのと同じもの。・カプチーノクリーミーでコーヒーの味が濃くて美味しい。今回のようにワインと一緒にしっかり食事をするだけでなく、0次会、あるいは2軒目としてカクテルとおつまみという使い方もよさそうだし、使い勝手のよいイタリアンだと思います。そして驚くのがお値段。たとえばカツレツ980円、コーヒー150円など赤坂とは思えないリーズナブルな価格設定。続々とお客さんがやってくるのも納得です。仕事帰りのグループや女子会、カップルなど客層は様々。わんちゃん連れで一杯だけ飲んで帰っていく常連さんらしき姿も。混雑していたのに待たされることもなくちょうどいいペースでお料理が出てきたのも好印象でした。
4,00000001,バールデルポポロ 赤坂すずふり本店,3.24,赤坂,34,ディナーに一度お邪魔して美味しかったので、再訪したいなと思っていた矢先に、赤坂OLの友人からお呼び出し～こちらを指定して待ち合わせ。12時30分だったのですが、男性、女性半々ぐらい。満席でした。メニューを見て驚き！だってだってどれもスープ・サラダ付で1000円！ピッツアもパスタも、ミラノ風カツレツも特製カレーも！ドリンクだけなら＋100円、ジェラートとセットなら＋200円で追加可能。しかもこのドリンクの範囲は、グラスワインやビール、スパークリングも同じ！めっちゃ安い！ピッツア（7種から1つ）とパスタ、ミラノ風カツレツと3人共ばらばらのジャンルをあえてオーダーしてシェアすることに。ピッツア（7種から1つ）はサイズが7インチか10インチか選べます。良心的なのが小さいサイズを選ぶと、セットのサラダが1.5倍増量されます。しかもこのサラダも生ハム、ポテトサラダもついててとっても美味しいの。舞茸とマッシュルームにしましたが、昔ながらの懐かしい味のピッツア。ハーフ＆ハーフで楽しみたい場合には、お店が提案する”本日のハーフ＆ハーフ”がご用意してあります。パスタはその日の日替わりで、有機ほうれん草とチョリソソーセージのボロネーゼ大盛りやパンはなんと無料サービス。茹で加減や塩加減も絶品。そしてミラノ風カツレツも手のひらより大きいビックサイズで登場！こちらもとっても美味～追加料金を払ってジェラートも2フレーバー選びました。抹茶と苺。フルーティで後味もすっきりで美味。店奥にはひとりで座れる席もあるので、大勢でも1人でも入店しやすいです。近くには神社（ここを通りぬけると早いです）と、お店の隣にもすずふり神社。なんか守られているようないい気がめぐっている場所です。また行きたいです！
5,00000001,バールデルポポロ 赤坂すずふり本店,3.24,赤坂,34,早春のランチデートに後輩とお邪魔しました。赤坂の駅から徒歩５分。場所的にはサカスとＴＢＳの間の坂を住宅地に向けて下って階段を降りたらすぐです。こんなところにお洒落なイタリアンがあったなんて！ウェイターの女性が２名（モデルさんのような美人でした）マスター１名の金曜日のお昼時でしたが、とにかく皆さん感じが良くてマスターはとても気さくな方です。日替わりパスタにピザ、ローストビーフ。生ハム、サンドイッチと種類豊富なランチメニューなのにお値段お手頃１０００円台。平日のオフィスランチでも通いやすい魅力的な金額です。お誕生日ランチだったので通常のランチメニューに加えてスパークリングワインをボトルで注文。ランチサラダに野菜たっぷりのスープ。サラダのドレッシングが手作りでしょうか。とっても美味しかったです。ツナやポテトサラダなどちょっとした味の変化が楽しめるプレートに感動。ピザやパスタのトマトソースも濃厚でマルゲリータは絶品です。そして肉類！ローストビーフも生ハムも薄く柔らかく嬉しい食感。生ハムを切らせたらマスターはプロフェッショナルですよ。店内の照明や２フロアあったであろう開放的な空間にお洒落な雑貨や壁のサインがあって居心地の良さについつい長居してしまうイタリアンでした。ちなみに個室もありますのでグループでのプライベートなお祝いにもお勧めです。
6,00000001,バールデルポポロ 赤坂すずふり本店,3.24,赤坂,34,"今日はお友達と赤坂～青山～表参道にショッピング！その前に、腹ごしらえのため「バールデルポポロ 赤坂すずふり本店」でランチです♪一ツ木通りから裏通りに入った店で隠れ家のような店なんですよ。入り口から入った店内と、奥のカウンター席の印象が違うかな。カウンター席は夜はキラキラ輝いていそうで、私、今にも踊りだしそうに嬉しくなったわ。イタリアンバールというけど、少しエキゾチックな感じもします。ランチメニューを見ると、ほとんど1,000円セットのキリがいい値段。ランチなのにメニュー数も多くて、選ぶのに、あれにするかこれにするか迷います。散々迷って、「自家製ローストビーフピアット」にしました。スープとパンがついていますが、パラタというパンを選びました。まずはスープ、豚肉がしっかり入っているスープで懐かしい味です。パラタパンはサクサクしていて、味もしっかりついています。そのまま食べてもおいしいのですが、ローストビーフをはさんでサンドウィッチ状態にして食べるとうまーーー！メインの自家製ローストビーフのプレートが想像を超えた豪華さに友達と顔を見合わせました。十勝マッシュルームとチーズがアクセントというけど、けちってなくてしっかりアクセントになり美味しいです！添えてあったラタトゥイユが美味しくてペロリ。野菜も多くてランチプレートのバランスがよかったです。これにドリンク・ジェラードセットを追加。このセット200円なんですよ！しかもビールもOKというので、ビールにちゃった。ジェラードもしっかり2種類盛りでお得でした❤"
7,00000001,バールデルポポロ 赤坂すずふり本店,3.24,赤坂,34,鈴降神社の隣にあるバールデルポポロ 赤坂すずふり本店　でディナーを頂いて来ました。赤坂、すずふりって聞いたことあるような・・・と思ったらあの国民的ドラマに出て来た？フィクションなので実際は違うそうですが、噂になったみたい。赤坂から5分程歩くだけで、こんなにも静かな場所があるなんて！メニューはかなりたくさんあり迷いますが、とりあえずおつまみをいくつか頼んでみました。ビールで乾杯♪オリーブ硬さがちょうどイイ。特に大きいグリーンの方は絶品です。自家製ピクルス酸味が強めでちょっとむせましたw九十九里のいわしのマリネこちらはマイルドな酸味で食べやすい。魚の骨まで食べられるって良いですよね。ローストビーフサラダMとLがあるのですが、Mでこの量です！肉の量がバンパ無いし、チーズがたっぷりで、880円とはオドロキのコスパです。しっとり柔らかいローストビーフでした。三つ編み水牛モッツアレラのカプレーゼ太めの三つ編みにみたいな形なの。イタリアから直送ですって。外はしっかりめ、中はとろっとクリーミーでした。有機のベビーリーフとトマトが甘くてビックリ。広島の森崎農園のモノです、最高に美味しい。超薄切りハムとサラミの盛り合わせ超絶薄く切れるテクニックが凄いです。薄いので舌触りが良く、塩分もマイルドです。ハーブ入りゴーダ、プロボローネチーズ、モルタデーラ、ミラノサラミ、サラミピカンテグァンチャーレ、サラミフィノパルマ産生ハム笑顔大吉ポークのハム（名前がユニーク）層になっているパン”パラタパン”初めて食べましたが、平たいクロワッサンって感じかな。ほんのり甘くてめちゃ美味しいの。インドではポピュラーなパンだそうです。生ハムに合うパンを求めて出合ったそうですよ。豚肩ロースのグリル脂身もまでも甘くてジューシー、絶品豚ちゃん。デザートはアフォガードにしました。ジェラートが3種入りでユニークです。尾道のしまなみドルチェのジェラートを扱っています。どれも美味しくて大満足～、次回は大人数で行きたいです。
8,00000001,バールデルポポロ 赤坂すずふり本店,3.24,赤坂,34,業界人が足しげく通う赤坂サカス裏の隠れ家イタリアンバルバールデルポポロさんへ このお店、実は朝ドラ「ひよっこ」の舞台になったといわれているお店なのーーーちゃんと近所に神社がありました！！！  ステキなお席にご案内いただきとってもいい雰囲気 路地裏の隠れ家って、なんだかいい赤坂駅から徒歩5分ほどですーーー    広いので飲み会にも！！！業界人は、完全貸切な個室を使うんですねーーー ソファ席もあって、デートにピッタリ  18歳から飲食店をしてきていまやっと、いいものがよくわかると店主人脈と、こだわりで、仕入れがスゴイ有機であることは当然なのでうたわないレベル カンパイ！フローズン・モヒート しまなみドルチェをお取り寄せしていてレモンと桃のシャーベットがたっぷり 溶かしながらいただきます楽しいったらない  しまなみドルチェ、こんなに種類がありました  カクテルなど、ドリンクの種類が多いのも嬉しい   広島県　森崎農園ベビーリーフサラダ ロロッサ、モネット、レッドコス、レッドマスタード、ミズナ、デトロイト6種のベビーリーフがたっぷりこんなに種類あるの知らなかったーーー ドレッシング美味しい  オリーブ盛り合わせグリーン、ブラック  カプレーゼチェリートマト、有機バジル、イタリアから仕入れたモッツァレラ 珍しい三つ編み水牛モッツァレラを使っているのふわふわで食べ応えたっぷり マルティーニロワイヤルイギリスロイヤルウェディングのお酒 パルマ産生ハム、サラミ、チーズ ちょっとずつ盛り合わせにしてもらっちゃいました パルマ産生ハム　ブリンチベ社熟しレガトもうね、香りがーーーゴーダチーズ、ブルーチーズ、ベラロディパルメザン生ハム、ミラノサラミ、サラミピカンデ   ペンネゴルゴンゾーラ 大好きなゴルゴンゾーラたっぷりこしょうがきいていました 日本一おいしいアフォガート  抹茶と塩のジェラートにキャラメルがそこにエスプレッソをたっぷりこれがどちらも負けないのでほんとにコラボカフェラッテ 美味しいーーー なにをいただいても美味しいのでまた違うメニューをいただきに通いたいお店また来ますーーー  バールデルポポロ赤坂すずふり本店03-3584-5297東京都港区赤坂5-1-26サンライズ赤坂ビル1F赤坂駅　徒歩5分ほど月～金　11:30～23:00（L.O.22:00）定休日：土・日・祝（貸切可！応相談）チャージ（ネット予約¥200/電話予約¥0）  64席　個室有　貸切可　全面喫煙可プロジェクター有　子供可　カード可
9,00000001,バールデルポポロ 赤坂すずふり本店,3.24,赤坂,34,赤坂に素敵なお店を発見ハート路地裏にこんな素敵なお店があったなんて知らなかったぁー！！ 赤坂駅からも徒歩5分くらい。赤坂サカスの裏にあります。まずは、◆スパークリングワインで乾杯。 すっきり飲みやすい！！ ここのお店とにかく店内がステキでとっても居心地がいい♫ ◆ローストビーフサラダこれでもか！というくらいにたっぷりのローストビーフ。上にかかっているチーズがまたステキ！！◆生ハム＆パラタえこめ牛の生ハム。塩分もちょうど良くて、最高♪♪生ハムを美味しく食べるためにメニューに加えたというパラタにのせて。これはこれは、止まらなくなる美味しさ！！ ◆いわしのマリネ九十九里郷土料理なんだとか。九十九里で獲れた背グロイワシのマリネ。骨まで柔らかくて、美味しい！ ◆マッシュルームのガーリック焼き北海道の十勝マッシュルームなんだそう。こんなにプリっと歯ごたえのあるマッシュルームは初めて！！ガーリックの香りも豊かで、めっちゃ美味しい。 ◆カサールタウレーロ ロッソ すっきり飲めるワイン。タンニンの渋みがちょうどいい。 ◆チーズの盛り合わせ　5種盛りとくにモッツアレラが絶品！！中はやわらか外はもっちり。他のチーズは、スライスされているので香りが引き立つ！！◆エビのトマトクリームソース エビがぷりっぷりトマトクリームは濃厚。モチモチのパスタによく絡んでいて美味しい！！とーっても雰囲気が良かったし、話も弾んで楽しかったー♡♡1人でも気軽に入れるお店。ぜひ、また再訪したいです！！
